"GeneName","pvalue","no_of_SNPs","pval_combination_GBJ_minP_GHC_SKAT","list_of_pvalue"
"Zm00001eb254420",0.583129442602848,3,"Yes","0.4763616,0.9750125,0.1645189"
"Zm00001eb157430",0.583264386256526,5,"Yes","0.8630368,0.4223341,0.4108888,0.9740843,0.367732"
"Zm00001eb376480",0.583271753428076,2,"Yes","0.3562129,0.893266"
"Zm00001eb096740",0.5833827,1,"No","0.5833827"
"Zm00001eb248220",0.583390826300129,2,"Yes","0.3746636,0.3594849"
"Zm00001eb250930",0.584041851526576,5,"Yes","0.6714305,0.1841832,0.4236544,0.3260967,0.8990447"
"Zm00001eb231210",0.5844733,1,"No","0.5844733"
"Zm00001eb251960",0.584501964330773,6,"Yes","0.1241545,0.2059431,0.8228151,0.8406089,0.8659688,0.8246313"
"Zm00001eb102640",0.5848273,1,"No","0.5848273"
"Zm00001eb274850",0.5851246,1,"No","0.5851246"
"Zm00001eb326170",0.5851703,1,"No","0.5851703"
"Zm00001eb414240",0.5858364,1,"No","0.5858364"
"Zm00001eb312480",0.586194818715333,7,"Yes","0.3990052,0.3912677,0.5210018,0.345116,0.375681,0.7288155,0.6171003"
"Zm00001eb080920",0.5864906,1,"No","0.5864906"
"Zm00001eb188920",0.5873829,1,"No","0.5873829"
"Zm00001eb132610",0.588137269696096,3,"Yes","0.8079363,0.2900898,0.4610987"
"Zm00001eb158770",0.5888945,1,"No","0.5888945"
"Zm00001eb310710",0.589488,1,"No","0.589488"
"Zm00001eb053490",0.5898782,1,"No","0.5898782"
"Zm00001eb426400",0.590118688825625,2,"Yes","0.3613218,0.766601"
"Zm00001eb367870",0.590332226907573,9,"Yes","0.7132886,0.4672564,0.5611869,0.5863701,0.1357063,0.2059626,0.1783108,0.8315206,0.9656731"
"Zm00001eb255270",0.5909591,1,"No","0.5909591"
"Zm00001eb213450",0.5912409,1,"No","0.5912409"
"Zm00001eb137200",0.5933297,1,"No","0.5933297"
"Zm00001eb274800",0.5934698,1,"No","0.5934698"
"Zm00001eb240330",0.593510231207828,3,"Yes","0.4634988,0.9650249,0.2916034"
"Zm00001eb153470",0.5936258,1,"No","0.5936258"
"Zm00001eb273080",0.593820699765906,3,"Yes","0.8387306,0.7837843,0.1952733"
"Zm00001eb151550",0.59411004530252,2,"Yes","0.9840619,0.3646969"
"Zm00001eb015340",0.594277569920408,12,"Yes","0.8459884,0.9685432,0.9863883,0.5065387,0.3414835,0.2657759,0.1135188,0.03828249,0.4743116,0.7711554,0.5992956,0.799067"
"Zm00001eb375200",0.5945826,1,"No","0.5945826"
"Zm00001eb193470",0.5946109,1,"No","0.5946109"
"Zm00001eb040770",0.594710717250749,2,"Yes","0.8968985,0.3635322"
"Zm00001eb249710",0.5947269,1,"No","0.5947269"
"Zm00001eb249720",0.5947269,1,"No","0.5947269"
"Zm00001eb145820",0.595327483925596,3,"Yes","0.6874001,0.4690921,0.2055209"
"Zm00001eb241240",0.59569729216613,3,"Yes","0.1683751,0.8095205,0.7552841"
"Zm00001eb424420",0.595702,1,"No","0.595702"
"Zm00001eb363760",0.5971387,1,"No","0.5971387"
"Zm00001eb249020",0.598136493330829,3,"Yes","0.814045,0.1699466,0.8835975"
"Zm00001eb059920",0.5985262,1,"No","0.5985262"
"Zm00001eb217060",0.5989453,1,"No","0.5989453"
"Zm00001eb357830",0.5994968,1,"No","0.5994968"
"Zm00001eb422010",0.5995066,1,"No","0.5995066"
"Zm00001eb356540",0.599821947225014,4,"Yes","0.6416962,0.6629034,0.7275412,0.1549341"
"Zm00001eb386180",0.600078276676035,3,"Yes","0.3845773,0.7943533,0.4616814"
"Zm00001eb110900",0.600150491560354,3,"Yes","0.2311487,0.6193437,0.6568849"
"Zm00001eb310010",0.601976766881383,8,"Yes","0.9056428,0.2372386,0.4151788,0.2957339,0.551621,0.3686451,0.9109917,0.3176562"
"Zm00001eb062510",0.60202038922973,5,"Yes","0.4921606,0.2227876,0.4181602,0.2994397,0.7337692"
"Zm00001eb183200",0.602510952354062,3,"Yes","0.4649015,0.4185389,0.6958392"
"Zm00001eb006800",0.60306774853988,2,"Yes","0.5475987,0.3705658"
"Zm00001eb315920",0.603176222567365,11,"Yes","0.5433313,0.07464362,0.7817571,0.4387009,0.5929339,0.7254822,0.5367479,0.8617307,0.0985909,0.8129319,0.1783474"
"Zm00001eb322780",0.6036158,1,"No","0.6036158"
"Zm00001eb136670",0.6046121,1,"No","0.6046121"
"Zm00001eb070560",0.60475461112462,3,"Yes","0.1912942,0.9052044,0.7139491"
"Zm00001eb094700",0.604794442150919,2,"Yes","0.8418872,0.3713731"
"Zm00001eb365220",0.6054203,1,"No","0.6054203"
"Zm00001eb247860",0.6060858,1,"No","0.6060858"
"Zm00001eb131230",0.6062681,1,"No","0.6062681"
"Zm00001eb326010",0.606288954615167,3,"Yes","0.2799769,0.4753403,0.5403462"
"Zm00001eb252740",0.6069246,1,"No","0.6069246"
"Zm00001eb420190",0.6072019,1,"No","0.6072019"
"Zm00001eb398920",0.6072456,1,"No","0.6072456"
"Zm00001eb427850",0.607610518516938,2,"Yes","0.6006139,0.373712"
"Zm00001eb427290",0.607655845848332,5,"Yes","0.892512,0.623678,0.8213374,0.09563644,0.6511599"
"Zm00001eb030790",0.607925494152242,10,"Yes","0.150793,0.2062854,0.2257765,0.4342579,0.2790017,0.5520174,0.4129835,0.9236875,0.3633187,0.3495569"
"Zm00001eb123000",0.6085487,1,"No","0.6085487"
"Zm00001eb210630",0.609088430403883,2,"Yes","0.3751365,0.9528538"
"Zm00001eb185330",0.6091767,1,"No","0.6091767"
"Zm00001eb110810",0.609760369873141,4,"Yes","0.6837933,0.6509133,0.6368778,0.145035"
"Zm00001eb091740",0.6097818,1,"No","0.6097818"
"Zm00001eb238930",0.6099586,1,"No","0.6099586"
"Zm00001eb334290",0.610020882912453,10,"Yes","0.8760002,0.1767098,0.2815239,0.2704721,0.4807237,0.9009991,0.7508924,0.8758643,0.6077549,0.1968829"
"Zm00001eb417350",0.610562723305111,11,"Yes","0.1224324,0.6721863,0.646815,0.7854106,0.8769651,0.1074276,0.3839059,0.7414731,0.5580844,0.9922134,0.1678521"
"Zm00001eb282950",0.610664,1,"No","0.610664"
"Zm00001eb360690",0.610744673243663,2,"Yes","0.3793776,0.5089593"
"Zm00001eb022700",0.610815947171279,3,"Yes","0.4753645,0.9665727,0.2049186"
"Zm00001eb381690",0.6109123,1,"No","0.6109123"
"Zm00001eb429140",0.611358784380609,5,"Yes","0.5186511,0.2147358,0.9552231,0.7372004,0.2550482"
"Zm00001eb041150",0.612065954088435,2,"Yes","0.3824873,0.5057454"
"Zm00001eb376650",0.612543077529827,4,"Yes","0.275729,0.7401922,0.8204606,0.3657069"
"Zm00001eb003060",0.612809673948583,6,"Yes","0.09518708,0.5543923,0.8774682,0.7378033,0.5782035,0.3926266"
"Zm00001eb298900",0.6128227,1,"No","0.6128227"
"Zm00001eb109790",0.61285156248543,4,"Yes","0.5064747,0.1459721,0.839592,0.7466517"
"Zm00001eb317920",0.612955534100126,4,"Yes","0.5667292,0.7087291,0.3659121,0.2387973"
"Zm00001eb211320",0.613312588464684,2,"Yes","0.5957007,0.3782918"
"Zm00001eb119940",0.613397363745866,2,"Yes","0.8785928,0.3789416"
"Zm00001eb026890",0.6136174,1,"No","0.6136174"
"Zm00001eb075700",0.6137822,1,"No","0.6137822"
"Zm00001eb323900",0.6137954,1,"No","0.6137954"
"Zm00001eb062180",0.613854894390412,7,"Yes","0.4132028,0.6144999,0.3401337,0.229387,0.7647305,0.5507305,0.2730767"
"Zm00001eb188960",0.614258321530922,10,"Yes","0.2175783,0.7401316,0.7850621,0.7648151,0.4398114,0.3856053,0.04562944,0.9539292,0.3806503,0.5253782"
"Zm00001eb393320",0.6149937,1,"No","0.6149937"
"Zm00001eb148420",0.6151261,1,"No","0.6151261"
"Zm00001eb211990",0.6170338,1,"No","0.6170338"
"Zm00001eb011310",0.617098309575888,3,"Yes","0.4393183,0.5211484,0.4828703"
"Zm00001eb013250",0.617488521488411,4,"Yes","0.3676448,0.3928809,0.5922903,0.2783875"
"Zm00001eb279930",0.6179974,1,"No","0.6179974"
"Zm00001eb278360",0.618086120631797,5,"Yes","0.4217105,0.2737783,0.4290571,0.65972,0.5498148"
"Zm00001eb172930",0.6181786,1,"No","0.6181786"
"Zm00001eb148400",0.6187402,1,"No","0.6187402"
"Zm00001eb274720",0.6191605,1,"No","0.6191605"
"Zm00001eb018290",0.6192519,1,"No","0.6192519"
"Zm00001eb188140",0.6196154,1,"No","0.6196154"
"Zm00001eb142790",0.620024258135962,5,"Yes","0.4382117,0.4278233,0.4319175,0.8992892,0.2300179"
"Zm00001eb196510",0.6200298,1,"No","0.6200298"
"Zm00001eb073750",0.621106,1,"No","0.621106"
"Zm00001eb379060",0.62141,1,"No","0.62141"
"Zm00001eb348730",0.6217138,1,"No","0.6217138"
"Zm00001eb291570",0.6229748,1,"No","0.6229748"
"Zm00001eb395340",0.623197264074172,3,"Yes","0.2264932,0.6035883,0.4792867"
"Zm00001eb068160",0.6233451,1,"No","0.6233451"
"Zm00001eb042890",0.624091221653259,7,"Yes","0.5316615,0.5316615,0.9053522,0.7241656,0.07718374,0.7067785,0.6355323"
"Zm00001eb281450",0.6249814,1,"No","0.6249814"
"Zm00001eb072230",0.6250665,1,"No","0.6250665"
"Zm00001eb275720",0.625242327012656,4,"Yes","0.6860525,0.886114,0.2240879,0.3727118"
"Zm00001eb351070",0.6255602,1,"No","0.6255602"
"Zm00001eb187080",0.626265625530285,2,"Yes","0.6847367,0.3892422"
"Zm00001eb241620",0.6265735,1,"No","0.6265735"
"Zm00001eb250750",0.6270629,1,"No","0.6270629"
"Zm00001eb424660",0.627237222799933,2,"Yes","0.3899982,0.4219605"
"Zm00001eb421340",0.627498461238125,3,"Yes","0.4888577,0.2624942,0.8467302"
"Zm00001eb037610",0.6277079,1,"No","0.6277079"
"Zm00001eb037620",0.6277079,1,"No","0.6277079"
"Zm00001eb008620",0.6277333,1,"No","0.6277333"
"Zm00001eb072560",0.627775673234391,9,"Yes","0.4207866,0.3684482,0.2254694,0.6935934,0.694317,0.8624462,0.2082742,0.2464342,0.5889267"
"Zm00001eb165330",0.6283154,1,"No","0.6283154"
"Zm00001eb140390",0.628599326491517,3,"Yes","0.4897953,0.39124,0.7344787"
"Zm00001eb400390",0.6291288,1,"No","0.6291288"
"Zm00001eb203600",0.62952,1,"No","0.62952"
"Zm00001eb320440",0.6298976,1,"No","0.6298976"
"Zm00001eb360320",0.6303622562445,6,"Yes","0.6041057,0.2764265,0.3758367,0.4046515,0.5961856,0.327276"
"Zm00001eb040830",0.63128985096067,2,"Yes","0.7915411,0.3929207"
"Zm00001eb324430",0.6315374,1,"No","0.6315374"
"Zm00001eb427860",0.6320677,1,"No","0.6320677"
"Zm00001eb361230",0.6329945,1,"No","0.6329945"
"Zm00001eb248190",0.63403829955112,10,"Yes","0.6280221,0.68232,0.3486123,0.1469681,0.7287482,0.6436815,0.3281097,0.05279207,0.5642332,0.7996407"
"Zm00001eb336890",0.634239960589742,7,"Yes","0.08127703,0.5021829,0.8458022,0.1766505,0.6373002,0.5061414,0.619282"
"Zm00001eb059980",0.6349166,1,"No","0.6349166"
"Zm00001eb357210",0.6352306,1,"No","0.6352306"
"Zm00001eb270040",0.6352538,1,"No","0.6352538"
"Zm00001eb072730",0.6358701,1,"No","0.6358701"
"Zm00001eb106890",0.636174690556059,2,"Yes","0.3969542,0.7280821"
"Zm00001eb124410",0.6364538,1,"No","0.6364538"
"Zm00001eb210620",0.6364939,1,"No","0.6364939"
"Zm00001eb030020",0.636655235708324,7,"Yes","0.7490605,0.310409,0.3148581,0.4370918,0.4552399,0.4637476,0.3003962"
"Zm00001eb122610",0.636707569002169,2,"Yes","0.5038664,0.3973065"
"Zm00001eb126490",0.637460193106146,2,"Yes","0.9658988,0.3982338"
"Zm00001eb389720",0.637847993536964,5,"Yes","0.4509831,0.2171165,0.5158065,0.4459971,0.7010857"
"Zm00001eb299830",0.638262783344257,9,"Yes","0.8303895,0.7024437,0.3341396,0.4395896,0.9384458,0.2031254,0.8165485,0.5031519,0.04894684"
"Zm00001eb179230",0.6384224,1,"No","0.6384224"
"Zm00001eb002430",0.638743920445364,2,"Yes","0.906722,0.4001124"
"Zm00001eb182960",0.639290081377373,2,"Yes","0.7510466,0.4221504"
"Zm00001eb178060",0.639705332971842,2,"Yes","0.4949545,0.4003462"
"Zm00001eb285970",0.639793702018284,3,"Yes","0.936987,0.1928119,0.617731"
"Zm00001eb108680",0.6401649,1,"No","0.6401649"
"Zm00001eb035840",0.640594893903606,5,"Yes","0.4245692,0.4392855,0.5229729,0.4508607,0.6599864"
"Zm00001eb373520",0.6407711,1,"No","0.6407711"
"Zm00001eb386680",0.64084817276434,3,"Yes","0.7983639,0.4528939,0.4936028"
"Zm00001eb058470",0.6414496,1,"No","0.6414496"
"Zm00001eb029860",0.641614137814885,3,"Yes","0.2049473,0.8332388,0.7335405"
"Zm00001eb085760",0.6420039,1,"No","0.6420039"
"Zm00001eb171920",0.6421534,1,"No","0.6421534"
"Zm00001eb069680",0.6421753,1,"No","0.6421753"
"Zm00001eb322340",0.642302333052788,5,"Yes","0.7856246,0.3949066,0.7508362,0.106355,0.869246"
"Zm00001eb246460",0.642584926275694,2,"Yes","0.4113482,0.7608421"
"Zm00001eb119270",0.643303388203889,3,"Yes","0.2225746,0.6064814,0.7768485"
"Zm00001eb096590",0.643442135001205,3,"Yes","0.49575,0.4583316,0.8820694"
"Zm00001eb010400",0.643788411520314,7,"Yes","0.7496906,0.0765804,0.7694937,0.6672881,0.8686774,0.2368339,0.9021635"
"Zm00001eb100090",0.643897,1,"No","0.643897"
"Zm00001eb273000",0.644336360058277,2,"Yes","0.6335052,0.4043222"
"Zm00001eb427080",0.644360098800815,2,"Yes","0.4040697,0.6969172"
"Zm00001eb171760",0.6448065,1,"No","0.6448065"
"Zm00001eb056400",0.6452139,1,"No","0.6452139"
"Zm00001eb077720",0.645783531502132,4,"Yes","0.7477753,0.592114,0.9297163,0.1619744"
"Zm00001eb000960",0.6462093,1,"No","0.6462093"
"Zm00001eb277180",0.646251425237447,3,"Yes","0.6419328,0.2058019,0.6912584"
"Zm00001eb025040",0.64638444772791,5,"Yes","0.6186253,0.4564066,0.4961777,0.310212,0.1583524"
"Zm00001eb283610",0.646416136493656,5,"Yes","0.1716887,0.2833343,0.7919128,0.9367781,0.9331469"
"Zm00001eb301910",0.646506772802,3,"Yes","0.7421392,0.4390731,0.4967376"
"Zm00001eb385480",0.646732900338876,4,"Yes","0.3869574,0.718075,0.9083229,0.285993"
"Zm00001eb009000",0.6467981,1,"No","0.6467981"
"Zm00001eb187580",0.646909362602027,2,"Yes","0.4602254,0.559263"
"Zm00001eb384370",0.647283927373326,2,"Yes","0.4096796,0.5396321"
"Zm00001eb248170",0.647294464182337,13,"Yes","0.1172275,0.4384141,0.4231053,0.6280221,0.68232,0.3486123,0.1469681,0.7287482,0.6436815,0.3281097,0.05279207,0.5642332,0.7996407"
"Zm00001eb069600",0.6474478,1,"No","0.6474478"
"Zm00001eb148170",0.647641342554911,11,"Yes","0.9200588,0.2670629,0.3624677,0.419664,0.7568945,0.5508662,0.7358269,0.3286526,0.4230221,0.5835878,0.3818413"
"Zm00001eb078760",0.647722433728858,4,"Yes","0.3863293,0.9098291,0.3365481,0.852839"
"Zm00001eb263470",0.647845647993097,2,"Yes","0.4081538,0.9041526"
"Zm00001eb225370",0.6480273,1,"No","0.6480273"
"Zm00001eb003810",0.648900336670086,5,"Yes","0.1338894,0.2804707,0.4535357,0.8028056,0.6512359"
"Zm00001eb234940",0.6494233,1,"No","0.6494233"
"Zm00001eb086000",0.6504574,1,"No","0.6504574"
"Zm00001eb323860",0.6510701,1,"No","0.6510701"
"Zm00001eb066150",0.651151631732414,4,"Yes","0.8645841,0.8794785,0.1738309,0.7861306"
"Zm00001eb052930",0.651822,1,"No","0.651822"
"Zm00001eb065870",0.651849786169044,22,"Yes","0.4631056,0.08707521,0.8326116,0.3006351,0.6243083,0.3688235,0.9667625,0.9127507,0.9223803,0.3482406,0.1681826,0.2217819,0.3377002,0.3646557,0.7070364,0.9158126,0.5851681,0.4258377,0.2772763,0.1964569,0.4056317,0.4698736"
"Zm00001eb138360",0.652022475118851,2,"Yes","0.5800909,0.4108711"
"Zm00001eb150720",0.6522052,1,"No","0.6522052"
"Zm00001eb271200",0.6523813,1,"No","0.6523813"
"Zm00001eb187260",0.652412099407224,3,"Yes","0.8459902,0.197285,0.9315602"
"Zm00001eb105060",0.653236894468556,3,"Yes","0.4515507,0.5082041,0.6961698"
"Zm00001eb192640",0.653322830293053,2,"Yes","0.4113229,0.9020808"
"Zm00001eb127680",0.6539246,1,"No","0.6539246"
"Zm00001eb299770",0.6539452,1,"No","0.6539452"
"Zm00001eb029220",0.653977,1,"No","0.653977"
"Zm00001eb229730",0.654290391445174,5,"Yes","0.9089802,0.3468995,0.7699543,0.4595401,0.1577498"
"Zm00001eb323310",0.654408771839617,9,"Yes","0.2063268,0.9251263,0.4653682,0.7618186,0.4278179,0.06239012,0.5652617,0.3298506,0.2490482"
"Zm00001eb211020",0.6544561,1,"No","0.6544561"
"Zm00001eb098100",0.654723751772344,2,"Yes","0.738178,0.4130456"
"Zm00001eb040540",0.6552652,1,"No","0.6552652"
"Zm00001eb105610",0.655565457695911,5,"Yes","0.1140164,0.6039812,0.5418321,0.8732739,0.460885"
"Zm00001eb049300",0.6563716,1,"No","0.6563716"
"Zm00001eb038350",0.6564492248293,2,"Yes","0.9800635,0.4138984"
"Zm00001eb159040",0.656625226614536,3,"Yes","0.5108624,0.6280334,0.50073"
"Zm00001eb145600",0.65668983180602,3,"Yes","0.2169134,0.5093569,0.5823635"
"Zm00001eb082690",0.656896113745707,3,"Yes","0.8196038,0.6512583,0.1993359"
"Zm00001eb172860",0.657659256258094,7,"Yes","0.8608085,0.09753474,0.5924037,0.8219665,0.2426071,0.7763684,0.3063378"
"Zm00001eb333340",0.658066784943156,2,"Yes","0.4642551,0.770904"
"Zm00001eb340630",0.6584949,1,"No","0.6584949"
"Zm00001eb019120",0.6588016,1,"No","0.6588016"
"Zm00001eb364900",0.659232234246143,4,"Yes","0.8487861,0.6686526,0.5766745,0.1675898"
"Zm00001eb406540",0.660040672672013,3,"Yes","0.8090235,0.4442021,0.5106151"
"Zm00001eb182830",0.6600483,1,"No","0.6600483"
"Zm00001eb224040",0.6600533,1,"No","0.6600533"
"Zm00001eb353940",0.660145017381763,3,"Yes","0.9747339,0.5075546,0.3545506"
"Zm00001eb336800",0.660677697310052,5,"Yes","0.5271176,0.4658031,0.6003727,0.4212069,0.3503498"
"Zm00001eb430940",0.661361257678976,9,"Yes","0.8211345,0.828705,0.3745742,0.9221903,0.4729594,0.421756,0.05350807,0.2231522,0.7450431"
"Zm00001eb175450",0.661574409841606,3,"Yes","0.2486785,0.8473994,0.5144262"
"Zm00001eb241910",0.6635267,1,"No","0.6635267"
"Zm00001eb175420",0.663887,1,"No","0.663887"
"Zm00001eb395400",0.663911311245656,3,"Yes","0.6317155,0.2470735,0.5738909"
"Zm00001eb253030",0.6645882,1,"No","0.6645882"
"Zm00001eb287680",0.664905082207592,5,"Yes","0.5214538,0.3620467,0.9704565,0.141786,0.4699223"
"Zm00001eb010800",0.664916301317567,5,"Yes","0.1200767,0.6818637,0.2791627,0.5650406,0.6289994"
"Zm00001eb359020",0.666460325752639,6,"Yes","0.2777514,0.8694175,0.3965416,0.3407049,0.4273357,0.9890749"
"Zm00001eb020610",0.6670199,1,"No","0.6670199"
"Zm00001eb056540",0.667467602962728,5,"Yes","0.8432838,0.1761887,0.9612939,0.2851207,0.5711254"
"Zm00001eb213000",0.667851817946703,3,"Yes","0.736684,0.424855,0.5150037"
"Zm00001eb045910",0.668285065666696,2,"Yes","0.4241271,0.7097302"
"Zm00001eb075390",0.668292623826119,2,"Yes","0.4241046,0.5690091"
"Zm00001eb241060",0.66835067550646,10,"Yes","0.4270248,0.8072718,0.8606853,0.05417947,0.4641665,0.4794765,0.764848,0.7701115,0.2079204,0.4780892"
"Zm00001eb049560",0.668521154475762,5,"Yes","0.7481953,0.4704708,0.8027551,0.4671329,0.4561303"
"Zm00001eb096920",0.668802489044368,8,"Yes","0.1589475,0.1934302,0.3904588,0.992485,0.3255993,0.997509,0.6789706,0.5861882"
"Zm00001eb113730",0.6692501,1,"No","0.6692501"
"Zm00001eb318330",0.66940768495903,4,"Yes","0.6976386,0.8294455,0.7704903,0.2065303"
"Zm00001eb103070",0.669486,1,"No","0.669486"
"Zm00001eb071140",0.6695029,1,"No","0.6695029"
"Zm00001eb395640",0.669994393628014,2,"Yes","0.4255686,0.9917356"
"Zm00001eb047240",0.6705718,1,"No","0.6705718"
"Zm00001eb275450",0.670776176909162,3,"Yes","0.3717733,0.5161834,0.85048"
"Zm00001eb366280",0.670798691567553,4,"Yes","0.2334412,0.4009328,0.4153045,0.7509673"
"Zm00001eb115600",0.670936125354138,9,"Yes","0.6629183,0.1523303,0.3565089,0.5146211,0.868215,0.9664158,0.05805596,0.2782682,0.5028303"
"Zm00001eb013720",0.6710181,1,"No","0.6710181"
"Zm00001eb418940",0.6710772,1,"No","0.6710772"
"Zm00001eb067460",0.671318664183921,4,"Yes","0.4016441,0.6599179,0.3385294,0.8677706"
"Zm00001eb312360",0.671404171046199,16,"Yes","0.3885853,0.9491534,0.3170989,0.6907869,0.6084433,0.5893299,0.8607097,0.2889531,0.2807149,0.766109,0.8864463,0.08017222,0.1287876,0.1181553,0.509257,0.6997112"
"Zm00001eb169210",0.6717981,1,"No","0.6717981"
"Zm00001eb392710",0.67222704229179,2,"Yes","0.4279605,0.6814759"
"Zm00001eb236400",0.6723359,1,"No","0.6723359"
"Zm00001eb124790",0.6727409,1,"No","0.6727409"
"Zm00001eb052700",0.673041922122559,4,"Yes","0.4044353,0.818686,0.6643137,0.3526201"
"Zm00001eb167160",0.673063984284798,2,"Yes","0.8231421,0.4291344"
"Zm00001eb133330",0.6743432,1,"No","0.6743432"
"Zm00001eb398370",0.674580267493482,3,"Yes","0.3340273,0.5191752,0.5767421"
"Zm00001eb058140",0.6761506,1,"No","0.6761506"
"Zm00001eb055970",0.676453069650165,7,"Yes","0.07746026,0.6772767,0.4325486,0.5030343,0.7442688,0.7935838,0.2306856"
"Zm00001eb060250",0.678028520654466,3,"Yes","0.5455903,0.5186388,0.2452083"
"Zm00001eb060200",0.678044566072126,14,"Yes","0.1804086,0.9861188,0.1659726,0.09581139,0.4435028,0.5052058,0.4838753,0.5799636,0.9094261,0.9769655,0.5583532,0.9141804,0.7534201,0.2042222"
"Zm00001eb417340",0.6781235,1,"No","0.6781235"
"Zm00001eb407960",0.6786141,1,"No","0.6786141"
"Zm00001eb388440",0.6786248,1,"No","0.6786248"
"Zm00001eb078780",0.6788004,1,"No","0.6788004"
"Zm00001eb287160",0.679036001227593,4,"Yes","0.8450616,0.7480607,0.9333038,0.1764911"
"Zm00001eb387180",0.679159677549293,4,"Yes","0.4839779,0.5321367,0.1930083,0.9363933"
"Zm00001eb238020",0.6791751,1,"No","0.6791751"
"Zm00001eb363840",0.679192,1,"No","0.679192"
"Zm00001eb147290",0.679918,1,"No","0.679918"
"Zm00001eb011150",0.6801294,1,"No","0.6801294"
"Zm00001eb165370",0.680206517355921,3,"Yes","0.5278065,0.9675424,0.2865651"
"Zm00001eb114980",0.680542662094135,2,"Yes","0.9278969,0.4351802"
"Zm00001eb077920",0.680659240426263,6,"Yes","0.896337,0.6030662,0.1165697,0.8575246,0.9702089,0.9117492"
"Zm00001eb160680",0.681260329850234,13,"Yes","0.2619319,0.5895182,0.2605518,0.5167129,0.6560014,0.5849421,0.7449985,0.6658258,0.09428824,0.8973022,0.07726873,0.8088143,0.4502854"
"Zm00001eb343930",0.6813645,1,"No","0.6813645"
"Zm00001eb392720",0.6814759,1,"No","0.6814759"
"Zm00001eb260040",0.682029129239903,3,"Yes","0.2894954,0.832037,0.5273052"
"Zm00001eb017770",0.68223965280213,8,"Yes","0.4258034,0.2838199,0.7362996,0.5161066,0.6020421,0.7665956,0.1907537,0.2839642"
"Zm00001eb280410",0.6824997,1,"No","0.6824997"
"Zm00001eb327270",0.682882524078256,5,"Yes","0.5169691,0.472669,0.3182949,0.6502836,0.3475525"
"Zm00001eb216600",0.6832263,1,"No","0.6832263"
"Zm00001eb430360",0.683342724335995,4,"Yes","0.501491,0.5842582,0.2337897,0.8173615"
"Zm00001eb395100",0.684157008842746,7,"Yes","0.4275033,0.5069706,0.4572033,0.4388101,0.9741528,0.8611832,0.2593828"
"Zm00001eb390230",0.685542,1,"No","0.685542"
"Zm00001eb164920",0.686211600358133,9,"Yes","0.8810868,0.5415729,0.4308451,0.3065219,0.5636778,0.4477139,0.8408533,0.2861147,0.1331701"
"Zm00001eb127450",0.6862355,1,"No","0.6862355"
"Zm00001eb277550",0.686251038766032,5,"Yes","0.7705147,0.5802376,0.2982687,0.9504367,0.1971249"
"Zm00001eb332250",0.6867245,1,"No","0.6867245"
"Zm00001eb304820",0.686927370605599,5,"Yes","0.8689161,0.6519852,0.1429008,0.7295344,0.8470001"
"Zm00001eb344510",0.6870233,1,"No","0.6870233"
"Zm00001eb086880",0.6871638,1,"No","0.6871638"
"Zm00001eb067580",0.687326515867108,15,"Yes","0.7278798,0.7711385,0.5216712,0.4540442,0.5751199,0.5270019,0.03607232,0.4735566,0.3741277,0.5983177,0.5426442,0.7114763,0.5145487,0.6746534,0.3947096"
"Zm00001eb034820",0.6877799,1,"No","0.6877799"
"Zm00001eb224110",0.687858817092688,3,"Yes","0.5332013,0.6582812,0.3715"
"Zm00001eb190530",0.6881164,1,"No","0.6881164"
"Zm00001eb144980",0.689048879409931,4,"Yes","0.77388,0.4956988,0.1790122,0.9924573"
"Zm00001eb122720",0.6892716,1,"No","0.6892716"
"Zm00001eb146560",0.689302305930397,3,"Yes","0.5317105,0.2366649,0.7115452"
"Zm00001eb198010",0.6894183,1,"No","0.6894183"
"Zm00001eb288680",0.689509691444594,5,"Yes","0.3609942,0.7503767,0.9609484,0.1198527,0.9989826"
"Zm00001eb424820",0.689876199129627,3,"Yes","0.9329859,0.4374998,0.5283356"
"Zm00001eb246400",0.6906011,1,"No","0.6906011"
"Zm00001eb363740",0.6911409,1,"No","0.6911409"
"Zm00001eb285290",0.691715,1,"No","0.691715"
"Zm00001eb122700",0.6917519,1,"No","0.6917519"
"Zm00001eb324480",0.692708,1,"No","0.692708"
"Zm00001eb275130",0.692876978900578,3,"Yes","0.7717484,0.5352186,0.324899"
"Zm00001eb155980",0.693674710917254,3,"Yes","0.4285508,0.6981136,0.5306242"
"Zm00001eb239210",0.6940647,1,"No","0.6940647"
"Zm00001eb121710",0.6943787,1,"No","0.6943787"
"Zm00001eb168070",0.6944551,1,"No","0.6944551"
"Zm00001eb056050",0.6944686,1,"No","0.6944686"
"Zm00001eb004170",0.694501287319993,3,"Yes","0.564626,0.2515341,0.533726"
"Zm00001eb386900",0.695278438134379,3,"Yes","0.3460392,0.6460536,0.5402281"
"Zm00001eb103560",0.695354806838615,2,"Yes","0.5980135,0.4512492"
"Zm00001eb290190",0.695388343186818,4,"Yes","0.8966871,0.7137485,0.675468,0.2239866"
"Zm00001eb125290",0.695754620524879,7,"Yes","0.3755323,0.4339145,0.3580256,0.8433204,0.4567767,0.6392656,0.5288355"
"Zm00001eb312080",0.696162038194522,2,"Yes","0.4488082,0.4607869"
"Zm00001eb289600",0.696401456142039,3,"Yes","0.3333715,0.743368,0.5311636"
"Zm00001eb203300",0.6968222,1,"No","0.6968222"
